State,Suburb,Postcode,HouseMedian$,UpdatedYr,UpdateMonth,,,VLOOKUP POSTCODE
NSW,Fennell Bay,2283,491000,2016,6,,,2283
NSW,Fernances,2775,635000,2016,6,,,2775
NSW,Fernhill,2519,595000,2016,6,,,2519
NSW,Ferodale,2318,449000,2016,6,,,2318
NSW,Figtree,2525,595000,2016,6,,,2525
NSW,Fingal Bay,2315,449000,2016,6,,,2315
NSW,Fishermans Bay,2316,449000,2016,6,,,2316
NSW,Fishing Point,2283,491000,2016,6,,,2283
NSW,Five Dock,2046,1006000,2016,6,,,2046
NSW,Flemington,2140,715000,2016,6,,,3031
NSW,Fletcher,2287,491000,2016,6,,,2287
NSW,Floraville,2280,491000,2016,6,,,2280
NSW,Foleys Hill,#N/A,1391000,2016,6,,,#N/A
NSW,Forest Lodge,2037,930000,2016,6,,,2037
NSW,Forestville,1856,1035000,2016,6,,,2087
NSW,Forresters Beach,2260,600000,2016,6,,,2260
NSW,Fountaindale,2258,480000,2016,6,,,2258
NSW,Fox Valley,#N/A,1600000,2016,6,,,#N/A
NSW,Foxground,2534,688000,2016,6,,,2534
NSW,Freemans Reach,2756,635000,2016,6,,,2756
NSW,Freemans Waterhole,2323,417000,2016,6,,,2323
NSW,Frenchs Forest,2086,1035000,2016,6,,,1639
NSW,Freshwater,2096,1035000,2016,6,,,#N/A
NSW,Fullerton Cove,2318,449000,2016,6,,,2318
NSW,Galston,2159,1089000,2016,6,,,2159
NSW,Garden Suburb,2289,491000,2016,6,,,2289
NSW,Gateshead,2290,491000,2016,6,,,2290
NSW,Georges Hall,1924,820000,2016,6,,,2198
NSW,Georges Hall,2198,700000,2016,6,,,2198
NSW,Georgetown,2298,491000,2016,6,,,2298
NSW,Gerringong,2534,688000,2016,6,,,2534
NSW,Gerroa,2534,688000,2016,6,,,2534
NSW,Gilead,2560,545000,2016,6,,,2560
NSW,Gillieston Heights,2321,417000,2016,6,,,2321
NSW,Gingkin,2787,578000,2016,6,,,2787
NSW,Girraween,2145,708000,2016,6,,,2145
NSW,Gladesville,2111,1780000,2016,6,,,1675
NSW,Glebe,2037,930000,2016,6,,,2037
NSW,Gledswood Hills,2557,700000,2016,6,,,#N/A
NSW,Glen Alpine,2560,545000,2016,6,,,2560
NSW,Glen Martin,2321,417000,2016,6,,,2321
NSW,Glen William,2321,417000,2016,6,,,2321
NSW,Glendenning,2761,632000,2016,6,,,2761
NSW,Glenfield,2167,545000,2016,6,,,2167
NSW,Glenhaven,2156,1089000,2016,6,,,2156
NSW,Glenmore Park,2745,589000,2016,6,,,2745
NSW,Glenning Valley,2261,480000,2016,6,,,2261
NSW,Glenorie,2157,1089000,2016,6,,,2157
NSW,Glenwood,2768,632000,2016,6,,,2768
NSW,Glenworth Valley,2250,600000,2016,6,,,2250
NSW,Glossodia,2756,635000,2016,6,,,2756
NSW,Gordon,2072,1600000,2016,6,,,2072
NSW,Gore Hill,2065,1486000,2016,6,,,#N/A
NSW,Gorokan,2263,480000,2016,6,,,2263
NSW,Gosford,2250,600000,2016,6,,,2250
NSW,Gosforth,2320,417000,2016,6,,,2320
NSW,Granville,1855,708000,2016,6,,,1830
NSW,Granville,2142,720000,2016,6,,,1830
NSW,Grays Point,2232,900000,2016,6,,,2232
NSW,Great Mackerel Beach,2108,1391000,2016,6,,,2108
NSW,Green Hills,2323,417000,2016,6,,,2323
NSW,Green Point,2251,600000,2016,6,,,2251
NSW,Green Valley,2168,695000,2016,6,,,2168
NSW,Greenacre,2190,820000,2016,6,,,2190
NSW,Greendale,2745,695000,2016,6,,,2550
NSW,Greenfield Park,2176,700000,2016,6,,,2176
NSW,Greengrove,2250,600000,2016,6,,,2250
NSW,Greenhills Beach,2230,900000,2016,6,,,#N/A
NSW,Greenwich,2065,835000,2016,6,,,2065
NSW,Gregory Hills,2557,700000,2016,6,,,#N/A
NSW,Greta,2334,316000,2016,6,,,2334
NSW,Greystanes,1791,708000,2016,6,,,2145
NSW,Grose Vale,2753,635000,2016,6,,,2753
NSW,Grose Wold,2753,635000,2016,6,,,2753
NSW,Guildford,1817,708000,2016,6,,,1848
NSW,Guildford West,2161,708000,2016,6,,,2161
NSW,Gunderman,2775,600000,2016,6,,,2775
NSW,Gurnang,2787,578000,2016,6,,,2787
NSW,Gwandalan,2259,480000,2016,6,,,2259
NSW,Gwynneville,2500,595000,2016,6,,,2500
NSW,Gymea,2227,900000,2016,6,,,2227
NSW,Gymea Bay,2227,900000,2016,6,,,2227
NSW,Haberfield,2045,825000,2016,6,,,2045
NSW,Halekulani,2262,480000,2016,6,,,2262
NSW,Hamilton,2303,491000,2016,6,,,2303
NSW,Hamilton East,2303,491000,2016,6,,,2303
NSW,Hamilton North,2292,491000,2016,6,,,2292
NSW,Hamilton South,2303,491000,2016,6,,,2303
NSW,Hamlyn Terrace,2259,480000,2016,6,,,2259
NSW,Hammondville,2170,695000,2016,6,,,2170
NSW,Hardys Bay,2257,600000,2016,6,,,2257
NSW,Harpers Hill,2321,417000,2016,6,,,2321
NSW,Harrington Park,2567,700000,2016,6,,,2567
NSW,Harris Park,2150,720000,2016,6,,,2150
NSW,Hassall Grove,2761,632000,2016,6,,,2761
NSW,Haymarket,2000,930000,2016,6,,,1208
NSW,Haywards Bay,2530,595000,2016,6,,,2530
NSW,Hazelgrove,2787,578000,2016,6,,,2787
NSW,Heathcote,2233,900000,2016,6,,,2233
NSW,Heatherbrae,2324,449000,2016,6,,,2324
NSW,Hebersham,2770,632000,2016,6,,,2770
NSW,Heckenberg,2168,695000,2016,6,,,2168
NSW,Heddon Greta,2321,417000,2016,6,,,2321
NSW,Helensburgh,2508,595000,2016,6,,,2508
NSW,Henley,2111,1780000,2016,6,,,2111
NSW,Higher Macdonald,2775,635000,2016,6,,,2775
NSW,Highfields,2289,491000,2016,6,,,2289
NSW,Hillsborough,2290,491000,2016,6,,,2290
NSW,Hillsborough,2320,417000,2016,6,,,2290
NSW,Hillsdale,2036,861000,2016,6,,,2036
NSW,Hinchinbrook,2168,695000,2016,6,,,2168
NSW,Hobartville,2753,635000,2016,6,,,2753
NSW,Holgate,2250,600000,2016,6,,,2250
NSW,Holmesville,2286,491000,2016,6,,,2286
NSW,Holsworthy,2173,695000,2016,6,,,2173
NSW,Homebush,2140,715000,2016,6,,,2140
NSW,Homebush West,2140,708000,2016,6,,,2140
NSW,Horningsea Park,2171,695000,2016,6,,,2171
NSW,Hornsby,2077,1070000,2016,6,,,1630
NSW,Horseshoe Bend,2320,417000,2016,6,,,2320
NSW,Horsfield Bay,2256,600000,2016,6,,,2256
NSW,Horsley,2530,595000,2016,6,,,2530
NSW,Horsley Park,2175,700000,2016,6,,,2175
NSW,Hoxton Park,2171,695000,2016,6,,,2171
NSW,Hunters Hill,2110,1780000,2016,6,,,2110
NSW,Huntingwood,2148,632000,2016,6,,,2148
NSW,Huntley,2530,595000,2016,6,,,2530
NSW,Huntleys Cove,2111,1780000,2016,6,,,2111
NSW,Huntleys Point,2111,1780000,2016,6,,,2111
NSW,Hurlstone Park,2193,700000,2016,6,,,2193
NSW,Hurstville,2220,773000,2016,6,,,1493
NSW,Hurstville Grove,2220,880000,2016,6,,,2220
NSW,Illawong,2234,900000,2016,6,,,2234
NSW,Ingleburn,2565,545000,2016,6,,,1890
NSW,Ingleside Heights,#N/A,1391000,2016,6,,,#N/A
NSW,Islington,2296,491000,2016,6,,,2296
NSW,Jamberoo,2533,688000,2016,6,,,2533
NSW,Jamisontown,2750,589000,2016,6,,,2750
NSW,Jannali,2226,900000,2016,6,,,2226
NSW,Jaunter,2787,578000,2016,6,,,2787
NSW,Jerrara,2533,688000,2016,6,,,2533
NSW,Jesmond,2299,491000,2016,6,,,2299
NSW,Jewells,2280,491000,2016,6,,,2280
NSW,Jilliby,2259,480000,2016,6,,,2259
NSW,Jordan Springs,2747,589000,2016,6,,,#N/A
NSW,Kahibah,2290,491000,2016,6,,,2290
NSW,Kanahooka,2530,595000,2016,6,,,2530
NSW,Kanangra,2787,578000,2016,6,,,2787
NSW,Kangy Angy,2258,480000,2016,6,,,2258
NSW,Kanwal,2259,480000,2016,6,,,2259
NSW,Kareela,2232,900000,2016,6,,,2232
NSW,Kariong,2250,600000,2016,6,,,2250
NSW,Karuah,2324,449000,2016,6,,,2324
NSW,Kearns,2558,545000,2016,6,,,2558
NSW,Kearsley,2325,316000,2016,6,,,2325
NSW,Keinbah,2320,417000,2016,6,,,2320
NSW,Keiraville,2500,595000,2016,6,,,2500
NSW,Kellyville,2155,1089000,2016,6,,,2155
NSW,Kellyville Ridge,2155,632000,2016,6,,,2155
NSW,Kembla Grange,2526,595000,2016,6,,,2526
NSW,Kembla Heights,2526,595000,2016,6,,,2526
NSW,Kemblawarra,2505,595000,2016,6,,,2505
NSW,Kensington,2033,1100000,2016,6,,,1465
NSW,Kenthurst,2156,1089000,2016,6,,,2156
NSW,Kentlyn,2560,545000,2016,6,,,2560
NSW,Kiama,2533,688000,2016,6,,,2533
NSW,Kiama Downs,2533,688000,2016,6,,,2533
NSW,Kiama Heights,2533,688000,2016,6,,,2533
NSW,Kilaben Bay,2283,491000,2016,6,,,2283
NSW,Killara,2071,1600000,2016,6,,,2071
NSW,Killarney Heights,2087,1035000,2016,6,,,2087
NSW,Killarney Vale,2261,480000,2016,6,,,2261
NSW,Killcare,2257,600000,2016,6,,,2257
NSW,Killcare Heights,2257,600000,2016,6,,,2257
NSW,Kincumber,2251,600000,2016,6,,,2251
NSW,Kincumber South,2251,600000,2016,6,,,2251
NSW,Kings Langley,2147,632000,2016,6,,,2147
NSW,Kings Park,2148,632000,2016,6,,,2148
NSW,Kingsford,2032,1100000,2016,6,,,2032
NSW,Kingswood,2747,589000,2016,6,,,2340
NSW,Kirrawee,2232,900000,2016,6,,,2232
NSW,Kirribilli,2061,1050000,2016,6,,,2061
NSW,Kitchener,2325,316000,2016,6,,,2325
NSW,Knights Hill,2577,688000,2016,6,,,2577
NSW,Kogarah,2217,880000,2016,6,,,2217
NSW,Kogarah Bay,2217,880000,2016,6,,,2217
NSW,Koolewong,2256,600000,2016,6,,,2256
NSW,Koonawarra,2530,595000,2016,6,,,2530
NSW,Kooragang,2304,491000,2016,6,,,2304
NSW,Kotara,2289,491000,2016,6,,,2289
NSW,Kotara East,2305,491000,2016,6,,,2305
NSW,Kotara South,2289,491000,2016,6,,,2289
NSW,Kurmond,2757,635000,2016,6,,,2757
NSW,Kurnell,2231,900000,2016,6,,,2231
NSW,Kurraba Point,2089,1050000,2016,6,,,#N/A
NSW,Kurri Kurri,2327,316000,2016,6,,,2327
NSW,Kyeemagh,2216,760000,2016,6,,,2216
NSW,Kyle Bay,2221,880000,2016,6,,,2221
NSW,La Perouse,2036,1100000,2016,6,,,2036
NSW,Lake Haven,2263,480000,2016,6,,,2263
NSW,Lake Heights,2502,595000,2016,6,,,2502
NSW,Lake Munmorah,2259,480000,2016,6,,,2259
NSW,Lakelands,2282,491000,2016,6,,,2282
NSW,Lakemba,2195,700000,2016,6,,,2195
NSW,Lakesland,2572,680000,2016,6,,,2572
NSW,Lalor Park,2147,632000,2016,6,,,2147
NSW,Lambton,2299,491000,2016,6,,,2299
NSW,Lane Cove,2066,835000,2016,6,,,1595
NSW,Lane Cove West,2066,835000,2016,6,,,2066
NSW,Lansdowne,2163,820000,2016,6,,,2163
NSW,Lansvale,2166,700000,2016,6,,,2166
NSW,Largs,2320,417000,2016,6,,,2320
NSW,Lavender Bay,2060,1050000,2016,6,,,2060
NSW,Leichhardt,2040,1324000,2016,6,,,2040
NSW,Leightonfield,2163,820000,2016,6,,,#N/A
NSW,Lemon Tree,2259,480000,2016,6,,,2259
NSW,Lemon Tree Passage,2319,449000,2016,6,,,2319
NSW,Leonay,2750,589000,2016,6,,,2750
NSW,Lethbridge Park,2770,632000,2016,6,,,2770
NSW,Leumeah,2560,545000,2016,6,,,2560
NSW,Lewisham,2049,985000,2016,6,,,2049
NSW,Liberty Grove,2138,1006000,2016,6,,,2138
NSW,Lilli Pilli,2229,900000,2016,6,,,2229
NSW,Lilyfield,2040,1324000,2016,6,,,2040
NSW,Lilyvale,2508,595000,2016,6,,,2508
NSW,Lindfield,2070,1600000,2016,6,,,2070
NSW,Linley Point,2066,835000,2016,6,,,2066
NSW,Linns Hill,2570,680000,2016,6,,,#N/A
NSW,Lisarow,2250,600000,2016,6,,,2250
NSW,Little Bay,2036,1100000,2016,6,,,2036
NSW,Little Jilliby,2259,480000,2016,6,,,2259
NSW,Little Pelican,2281,491000,2016,6,,,2281
NSW,Little Wobby,2256,600000,2016,6,,,2256
NSW,Liverpool,2170,695000,2016,6,,,1871
NSW,Llandilo,2747,589000,2016,6,,,2747
NSW,Lochinvar,2321,417000,2016,6,,,2321
NSW,Loftus,2232,900000,2016,6,,,2232
NSW,Londonderry,2753,589000,2016,6,,,2753
NSW,Long Jetty,2261,480000,2016,6,,,2261
NSW,Long Point,2564,545000,2016,6,,,2330
NSW,Longueville,2066,835000,2016,6,,,2066
NSW,Loquat Valley,#N/A,1391000,2016,6,,,#N/A
NSW,Lorn,2320,417000,2016,6,,,2320
NSW,Louth Park,2320,417000,2016,6,,,2320
NSW,Lovett Bay,2105,1391000,2016,6,,,2105
NSW,Lower Macdonald,2775,635000,2016,6,,,2775
NSW,Lower Mangrove,2250,600000,2016,6,,,2250
NSW,Lucas Heights,2234,900000,2016,6,,,2234
NSW,Lugarno,2210,773000,2016,6,,,2210
NSW,Lurnea,2170,695000,2016,6,,,2170
NSW,Luskintyre,2321,417000,2016,6,,,2321
NSW,Macarthur Heights,#N/A,545000,2016,6,,,#N/A
NSW,MacMasters Beach,2251,600000,2016,6,,,2251
NSW,Macquarie Fields,2564,545000,2016,6,,,2564
NSW,Macquarie Hills,2285,491000,2016,6,,,2285
NSW,Macquarie Links,2565,545000,2016,6,,,2565
NSW,Macquarie Park,2113,1020000,2016,6,,,2113
NSW,Macquarie Pass,2577,525000,2016,6,,,2577
NSW,Macquarie University campus,#N/A,1020000,2016,6,,,#N/A
NSW,Maddens Plains,2508,595000,2016,6,,,2508
NSW,Magenta,2261,480000,2016,6,,,2261
NSW,Maianbar,2230,900000,2016,6,,,2230
NSW,Maitland,2320,417000,2016,6,,,2320
NSW,Maitland Bar,2850,417000,2016,6,,,2850
NSW,Maitland North,2320,417000,2016,6,,,2320
NSW,Maitland Vale,2320,417000,2016,6,,,2320
NSW,Malabar,2036,1100000,2016,6,,,2036
NSW,Mallabula,2319,449000,2016,6,,,2319
NSW,Manahan,2200,820000,2016,6,,,2200
NSW,Mangerton,2500,595000,2016,6,,,2500
NSW,Mangrove Creek,2250,600000,2016,6,,,2250
NSW,Mangrove Mountain,2250,600000,2016,6,,,2250
NSW,Manly,2095,1673000,2016,6,,,1655
NSW,Manly Vale,2093,1035000,2016,6,,,2093
NSW,Mannering Park,2259,480000,2016,6,,,2259
NSW,Marayong,2148,632000,2016,6,,,2148
NSW,Mardi,2259,480000,2016,6,,,2259
NSW,Marks Point,2280,491000,2016,6,,,2280
NSW,Marlow,2775,600000,2016,6,,,2775
NSW,Marmong Point,2284,491000,2016,6,,,2284
NSW,Maroota,2756,1089000,2016,6,,,2756
NSW,Maroubra,2035,1100000,2016,6,,,2035
NSW,Maroubra Junction,#N/A,1100000,2016,6,,,#N/A
NSW,Marrickville,2204,985000,2016,6,,,1475
NSW,Marsden Park,2765,632000,2016,6,,,2765
NSW,Marsfield,2122,1020000,2016,6,,,2122
NSW,Marshall Mount,2530,595000,2016,6,,,2530
NSW,Maryland,2287,491000,2016,6,,,2287
NSW,Maryville,2293,491000,2016,6,,,2293
NSW,Mascot,2020,861000,2016,6,,,1460
NSW,Matcham,2250,600000,2016,6,,,2250
NSW,Matraville,2036,1100000,2016,6,,,2036
NSW,Mayfield,2304,491000,2016,6,,,2304
NSW,Mayfield,2787,578000,2016,6,,,2304
NSW,Mayfield East,2304,491000,2016,6,,,2304
NSW,Mayfield North,2304,491000,2016,6,,,2304
NSW,Mayfield West,2304,491000,2016,6,,,2304
NSW,McCarrs Creek,2105,1391000,2016,6,,,#N/A
NSW,Mcgraths Hill,2756,635000,2016,6,,,2756
NSW,McMahons Point,2060,1050000,2016,6,,,2060
NSW,Meadowbank,2114,1020000,2016,6,,,2114
NSW,Medowie,2318,449000,2016,6,,,2318
NSW,Megalong,2785,578000,2016,6,,,2785
NSW,Mellong,2756,635000,2016,6,,,2756
NSW,Melrose Park,2114,1020000,2016,6,,,2114
NSW,Melville,2320,417000,2016,6,,,2320
NSW,Menai,2234,900000,2016,6,,,2234
NSW,Menangle,2568,680000,2016,6,,,2568
NSW,Menangle Park,2563,545000,2016,6,,,2563
NSW,Merewether,2291,491000,2016,6,,,2291
NSW,Merewether Heights,2291,491000,2016,6,,,2291
NSW,Merrylands,1855,708000,2016,6,,,2160
NSW,Merrylands,2160,720000,2016,6,,,2160
NSW,Merrylands West,2160,708000,2016,6,,,2160
NSW,Metford,2323,417000,2016,6,,,2323
NSW,Middle Camp,2281,491000,2016,6,,,2281
NSW,Middle Cove,2068,1486000,2016,6,,,2068
NSW,Middle Dural,2158,1089000,2016,6,,,2158
NSW,Middleton Grange,2171,695000,2016,6,,,2171
NSW,Miller,2168,695000,2016,6,,,#N/A
NSW,Millers Point,2000,930000,2016,6,,,2000
NSW,Millfield,2325,316000,2016,6,,,2325
NSW,Milperra,2214,820000,2016,6,,,1891
NSW,Milsons Point,2061,1050000,2016,6,,,1565
NSW,Minchinbury,2770,632000,2016,6,,,2770
NSW,Mindaribba,2320,417000,2016,6,,,2320
NSW,Minmi,2287,491000,2016,6,,,2287
NSW,Minnamurra,2533,688000,2016,6,,,2533
NSW,Minto,2566,545000,2016,6,,,2566
NSW,Minto Heights,2566,545000,2016,6,,,2566
NSW,Miranda,2228,900000,2016,6,,,1490
NSW,Mogo Creek,2775,635000,2016,6,,,2775
NSW,Mona Vale,2103,1391000,2016,6,,,1658
NSW,Monterey,2217,760000,2016,6,,,2217
NSW,Mooney Mooney,2083,600000,2016,6,,,2083
NSW,Mooney Mooney Creek,2250,600000,2016,6,,,2250
NSW,Moore Park,2021,930000,2016,6,,,2021
NSW,Moorebank,2170,695000,2016,6,,,1875
NSW,Morisset,2264,471000,2016,6,,,2264
NSW,Morning Bay,2108,1391000,2016,6,,,2108
NSW,Morpeth,2321,417000,2016,6,,,2321
NSW,Mortdale,2223,773000,2016,6,,,2223
NSW,Mortlake,2137,1006000,2016,6,,,2137
NSW,Mosman,2088,1490000,2016,6,,,2088
NSW,Mount Annan,2567,700000,2016,6,,,2567
NSW,Mount Dee,2320,417000,2016,6,,,2320
NSW,Mount Druitt,2770,632000,2016,6,,,2770
NSW,Mount Elliot,2250,600000,2016,6,,,2250
NSW,Mount Irvine,2786,578000,2016,6,,,2786
NSW,Mount Keira,2500,595000,2016,6,,,2500
NSW,Mount Kembla,2526,595000,2016,6,,,2526
NSW,Mount Lewis,2190,820000,2016,6,,,2190
NSW,Mount Olive,2787,578000,2016,6,,,2330
NSW,Mount Ousley,2519,595000,2016,6,,,2519
NSW,Mount Pleasant,2519,595000,2016,6,,,2519
NSW,Mount Saint Thomas,2500,595000,2016,6,,,2500
NSW,Mount Tomah,2758,578000,2016,6,,,2758
NSW,Mount Vernon,2178,589000,2016,6,,,2178
NSW,Mount Victoria,2786,578000,2016,6,,,2786
NSW,Mount Vincent,2323,417000,2016,6,,,2323
NSW,Mount Werong,2787,578000,2016,6,,,2787
NSW,Mount White,2250,600000,2016,6,,,2250
NSW,Mount Wilson,2786,578000,2016,6,,,2786
NSW,Mozart,2787,578000,2016,6,,,2787
NSW,Mulgoa,2745,589000,2016,6,,,2745
NSW,Mulgrav,2756,635000,2016,6,,,#N/A
NSW,Murrays Beach,2281,491000,2016,6,,,2281
NSW,Narara,2250,600000,2016,6,,,2250
NSW,Narellan,2567,700000,2016,6,,,2567
NSW,Narellan Vale,2567,700000,2016,6,,,2567
NSW,Naremburn,2065,1486000,2016,6,,,2065
NSW,Narraweena,2099,1035000,2016,6,,,2099
NSW,Nattai River,2570,680000,2016,6,,,#N/A
NSW,Neath,2326,316000,2016,6,,,2326
NSW,Nelson,2765,1089000,2016,6,,,2550
NSW,Nelson Bay,2315,449000,2016,6,,,2315
NSW,Nelsons Plains,2324,449000,2016,6,,,2324
NSW,Neutral Bay,2089,1050000,2016,6,,,2089
NSW,New Lambton,2305,491000,2016,6,,,2305
NSW,New Lambton Heights,2305,491000,2016,6,,,2305
NSW,Newcastle,2300,491000,2016,6,,,2300
NSW,Newcastle East,2300,491000,2016,6,,,2300
NSW,Newcastle University,2308,491000,2016,6,,,2308
NSW,Newcastle West,2302,491000,2016,6,,,2302
NSW,Newington,2127,720000,2016,6,,,2127
NSW,Newport,2106,1391000,2016,6,,,2106
NSW,Niagara Park,2250,600000,2016,6,,,2250
NSW,Norah Head,2263,480000,2016,6,,,2263
NSW,Noraville,2263,480000,2016,6,,,2263
NSW,Nords Wharf,2281,491000,2016,6,,,2281
NSW,North Avoca,2260,600000,2016,6,,,2260
NSW,North Balgowlah,2093,1035000,2016,6,,,2093
NSW,North Curl Curl,2099,1035000,2016,6,,,2099
NSW,North Gosford,2250,600000,2016,6,,,2250
NSW,North Kellyville,2155,1089000,2016,6,,,#N/A
NSW,North Lambton,2299,491000,2016,6,,,2299
NSW,North Manly,2100,1035000,2016,6,,,2100
NSW,North Narrabeen,2101,1391000,2016,6,,,2101
NSW,North Parramatta,2151,720000,2016,6,,,1750
NSW,North Richmond,2754,635000,2016,6,,,2754
NSW,North Ryde,2113,1020000,2016,6,,,2113
NSW,North St Ives,#N/A,1600000,2016,6,,,#N/A
NSW,North St Marys,2760,589000,2016,6,,,2760
NSW,North Strathfield,2137,1006000,2016,6,,,2137
NSW,North Sydney,2060,1050000,2016,6,,,2055
NSW,North Turramurra,2074,1600000,2016,6,,,2074
NSW,North Wahroonga,2076,1600000,2016,6,,,2076
NSW,North Willoughby,2068,1486000,2016,6,,,2068
NSW,North Wollongong,2500,595000,2016,6,,,2500
NSW,Northbridge,2063,1486000,2016,6,,,2063
NSW,Northmead,2152,720000,2016,6,,,2152
NSW,Northwood,2066,835000,2016,6,,,2066
NSW,Norway,2787,578000,2016,6,,,2787
NSW,Oakhampton,2320,417000,2016,6,,,2320
NSW,Oakhampton Heights,2320,417000,2016,6,,,2320
NSW,Oakhurst,2761,632000,2016,6,,,2761
NSW,Oakville,2765,635000,2016,6,,,2765
NSW,Oatlands,2117,720000,2016,6,,,2117
NSW,Oberon,2787,578000,2016,6,,,2787
NSW,Old Guildford,2161,700000,2016,6,,,2161
NSW,Old Toongabbie,2146,720000,2016,6,,,2146
NSW,One Mile,2316,449000,2016,6,,,2316
NSW,One Tree Point,2211,820000,2016,6,,,#N/A
NSW,Orchard Hills,2748,589000,2016,6,,,2748
NSW,Osterley,2324,449000,2016,6,,,2324
NSW,Oswald,2321,417000,2016,6,,,2321
NSW,Otford,2508,595000,2016,6,,,2508
NSW,Ourimbah,2258,480000,2016,6,,,2258
NSW,Oxford Falls,2100,1035000,2016,6,,,2100
NSW,Oxley Park,2760,589000,2016,6,,,2760
NSW,Oyster Bay,2225,900000,2016,6,,,2225
NSW,Padstow Heights,2211,820000,2016,6,,,2211
NSW,Padstow,2211,820000,2016,6,,,2211
NSW,Pagewood,2035,861000,2016,6,,,2035
NSW,Palm Beach,2108,1391000,2016,6,,,2108
NSW,Palm Grove,2258,480000,2016,6,,,2258
NSW,Palmdale,2258,480000,2016,6,,,2258
NSW,Panania,2213,820000,2016,6,,,2213
NSW,Paradise Beach,2107,1391000,2016,6,,,2107
NSW,Parklea,2768,632000,2016,6,,,2768
NSW,Parramatta,2150,720000,2016,6,,,1740
NSW,Patonga,2256,600000,2016,6,,,2256
NSW,Paxton,2325,316000,2016,6,,,2325
NSW,Peakhurst,2210,773000,2016,6,,,2210
NSW,Peakhurst Heights,2210,773000,2016,6,,,2210
NSW,Pearl Beach,2256,600000,2016,6,,,2256
NSW,Peats Ridge,2250,600000,2016,6,,,2250
NSW,Pelaw Main,2327,316000,2016,6,,,2327
NSW,Pelican,2281,491000,2016,6,,,2281
NSW,Pemulwuy,2145,708000,2016,6,,,2145
NSW,Penrith,2750,589000,2016,6,,,2750
NSW,Penrose,2530,595000,2016,6,,,2530
NSW,Penshurst,2222,773000,2016,6,,,2222
NSW,Perrys Crossing,2775,635000,2016,6,,,2775
NSW,Petersham,2049,985000,2016,6,,,2049
NSW,Pheasants Nest,2574,680000,2016,6,,,2574
NSW,Phegans Bay,2256,600000,2016,6,,,2256
NSW,Phillip Bay,2036,1100000,2016,6,,,2036
NSW,Phoenix Park,2321,417000,2016,6,,,2321
NSW,Picketts Valley,2251,600000,2016,6,,,2251
NSW,Picnic Point,2213,820000,2016,6,,,2213
NSW,Pinny Beach,2281,491000,2016,6,,,2281
NSW,Pitnacree,2323,417000,2016,6,,,2323
NSW,Pitt Town,2756,635000,2016,6,,,2756
NSW,Pitt Town Bottoms,2756,635000,2016,6,,,2756
NSW,Pleasure Point,2172,695000,2016,6,,,2172
NSW,Plumpton,2761,632000,2016,6,,,2761
NSW,Point Clare,2250,600000,2016,6,,,2250
NSW,Point Frederick,2250,600000,2016,6,,,2250
NSW,Point Piper,2027,1709000,2016,6,,,2027
NSW,Pokolbin,2320,417000,2016,6,,,2320
NSW,Port Botany,2036,1100000,2016,6,,,2036
NSW,Port Hacking,2229,900000,2016,6,,,2229
NSW,Port Kembla,2505,595000,2016,6,,,2505
NSW,Port Stephens,#N/A,449000,2016,6,,,#N/A
NSW,Porters Retreat,2787,578000,2016,6,,,2787
NSW,Portland,2847,578000,2016,6,,,2847
NSW,Potts Hill,2143,820000,2016,6,,,2143
NSW,Potts Point,2011,930000,2016,6,,,1335
NSW,Prairiewood,2176,700000,2016,6,,,2176
NSW,Prestons,2170,695000,2016,6,,,2170
NSW,Pretty Beach,2257,600000,2016,6,,,2257
NSW,Primbee,2502,595000,2016,6,,,2502
NSW,Punchbowl,2196,820000,2016,6,,,2196
NSW,Putney,2112,1020000,2016,6,,,2112
NSW,Putty,2330,635000,2016,6,,,2330
NSW,Pymble,2073,1600000,2016,6,,,2073
NSW,Pyrmont,2009,930000,2016,6,,,2009
NSW,Quakers Hill,2763,632000,2016,6,,,2763
NSW,Queens Park,2022,1200000,2016,6,,,2022
NSW,Queenscliff,2096,1035000,2016,6,,,2096
NSW,Raby,2566,545000,2016,6,,,2566
NSW,Ramsgate,2217,760000,2016,6,,,2217
NSW,Ramsgate Beach,2217,760000,2016,6,,,2217
NSW,Randwick,2031,1100000,2016,6,,,2031
NSW,Rankin Park,2287,491000,2016,6,,,2287
NSW,Rathmines,2283,491000,2016,6,,,2283
NSW,Ravensdale,2259,480000,2016,6,,,2259
NSW,Raworth,2321,417000,2016,6,,,2321
NSW,Raymond Terrace,2324,449000,2016,6,,,2324
NSW,Redfern,2016,930000,2016,6,,,2016
NSW,Regentville,2745,589000,2016,6,,,2745
NSW,Reidtown,2519,595000,2016,6,,,2519
NSW,Revesby,2212,820000,2016,6,,,2212
NSW,Revesby Heights,2212,820000,2016,6,,,2212
NSW,Rhodes,2138,1006000,2016,6,,,2138
NSW,Richmond,2753,635000,2016,6,,,2753
NSW,Richmond Lowlands,2753,635000,2016,6,,,2753
NSW,Richmond Vale,2323,417000,2016,6,,,2323
NSW,Riverview,2066,835000,2016,6,,,2066
NSW,Rockdale,2216,760000,2016,6,,,2216
NSW,Rocky Point,2259,480000,2016,6,,,2259
NSW,Rodd Point,2046,1006000,2016,6,,,2046
NSW,Rookwood,2141,708000,2016,6,,,2141
NSW,Rooty Hill,2766,632000,2016,6,,,2766
NSW,Ropes Crossing,2760,632000,2016,6,,,2760
NSW,Rose Valley,2534,688000,2016,6,,,2534
